review,keyword1,keyword2,keyword3,context1_keyword,context2_keyword,context3_keyword,sentiment1,sentiment2,sentiment3
ร้านนี้เป็นร้านกาแฟที่พิถีพิถันในทุกขั้นตอนจนได้กาแฟรสชาติชั้นเยี่ยม เริ่มจากการคัดสรรเมล็ดกาแฟที่ดีที่สุดจากยอดดอยสูงจากหมู่บ้านปางขอน จังหวัดเชียงราย ชื่อเดียวกับชื่อร้านเลย รวมไปถึงการสกัดกาแฟก็ใช้บาริสต้าที่มีความเชี่ยวชาญเป็นคนชง จึงมั่นใจได้ว่ากาแฟทุกแก้วมีคุณภาพแน่นอน บรรยากาศร้านนี้ตกแต่งสบายๆ ออกแนวโมเดิร์น ผสมผสานกับของแต่งร้านที่บ่งบอกถึงที่มาของความเป็นกาแฟปางของได้เป็นอย่างดี นอกจากนี้ทางร้านยังได้สร้างจุดเด่นด้วยคอนเซปต์เน้นการอนุรักษ์ธรรมชาติว่ากาแฟหนึ่งแก้ว ช่วยต้นไม้หนึ่งต้น ซึ่งในความหมายของชาวบ้านปางของหมายถึงการมีชีวิตที่ดี ไม่ลำบาก ไม่ต้องถางป่าต้นน้ำ และไม่ต้องปลูกพืชเสพติดอีกต่อไป เมนูกาแฟที่ขึ้นชื่อของที่นี่ก็ต้องเป็นปางขอนเย็น รสชาติเข้มข้น หอม อร่อย นอกจากเมนูเครื่องดื่มแล้วเค้กก็อร่อยนะคะ ที่เราชอบกินก็มีเค้กส้ม เนื้อเค้กเนียน หอมกลิ่นส้ม รสชาติหวานอมเปรี้ยว กินคู่กับปางขอนเย็นแล้วสดชื่นดีค่ะ,กาแฟ,ปางขอน,บรรยากาศ,กาแฟที่นี่อร่อยมาก หอมกลิ่นกาแฟคั่วสด,ชื่อร้านเลย รวมไปถึงการสกัดกาแฟก็ใช้บาริสต้าที่มีความเชี่ยวชาญเป็นคนชง จึงมั่นใจได้ว่ากาแฟทุกแก้วมีคุณภาพแน่นอน นอกจากนี้ทางร้านยังได้สร้างจุดเด่นด้วยคอนเซปต์เน้นการอนุรักษ์ธรรมชาติว่ากาแฟหนึ่งแก้ว ช่วยต้นไม้หนึ่งต้น ซึ่งในความหมายของชาวบ้านปางของหมายถึงการมีชีวิตที่ดี ไม่ลำบาก ไม่ต้องถางป่าต้นน้ำ และไม่ต้องปลูกพืชเสพติดอีกต่อไป,บรรยากาศร้านนี้ตกแต่งสบายๆ ออกแนวโมเดิร์น ผสมผสานกับของแต่งร้านที่บ่งบอกถึงที่มาของความเป็นกาแฟปางของได้เป็นอย่างดี,positive,positive,positive
"ร้านกาแฟน่ารักๆ ในปั๊มนํ้ามันปิโตรนาสบนเส้นทางจากระยองกลับเข้ากรุงเทพฯ แถวๆ พัทยา ที่มีจุดสังเกตุคือกังหันลมอันใหญ่ที่เห็นชัดเจนแต่ไกล

เข้ามาในร้ายก็มีที่นั่งหลายมุมที่ชวนนั่งซะเหลือเกิน บรรยากาศเค้าดีจริงๆ ครับ ขับรถมาจนเหนื่อยอ่อนก็ขอสั่งเครื่องดื่มเย็นๆ มาดื่มให้สดชื่นหัวใจสักหน่อย

ร้านนี้มีทั้งกาแฟที่เค้าใช้ของ boncafé ที่น่าจะการันตีคุณภาพได้ดีทีเดียว แต่เนื่องจากวันนี้ทานกาแฟมาแล้วเลยขอสั่งชาแอปเปิ้ลมาดื่ม กับสตอเบอรี่สมูตตี้ มาลองดู ก็รลชาติดีครับแต่หวานไปหน่อยผมไม่ได้ระบุว่าหวานน้อยเลยมาแบบหวานชื่นใจเลย ชามีหลายแบบครับ ชาพีช ชาแดง ชาแตงโม ชาเย็น เลือกตามชอบเลยครับ

ร้านนี้น้องบาริสต้าน่ารักพูดจาดี บรรยากาศระดับดีจัดแต่งเหมาะสมทีเดียว ที่สําคัญมีห้องรับรองเฉพาะลูกค้า
ร้านกาแฟด้วยมีทีวีให้ดู มีเน็ตให้เล่นมันดีตรงนี้ละครับ ส่วนราคาก็ไม่แพงครับ 30-55 บาท ไม่แพงครับน่ามาแวะพักมากๆ 
",ร้านกาแฟ,บรรยากาศ,ราคา,ร้านกาแฟ,บรรยากาศเค้าดีจริงๆ ครับ,ราคาก็ไม่แพงครับ 30-55 บาท,neutral,positive,neutral
ร้านอาหารและเครื่องดื่ม ที่ราคาเป็นกันเองมากๆ พอๆ กับบรรยากาศ ที่เหมือนไปนั่งกินกาแฟในสวนบ้านเพื่อน แถมบางวันมีดนตรีสดมาขับกล่อมให้ฟังกันกลางสวนอีกด้วย เป็นร้านที่จะนั่งกิน นั่งคุยกันนานแค่ไหน หรือจะอยู่จนร้านปิดเลยเจ้าของ ร้านก็ไม่ว่า ถ้าหิวน้อยสั่งแค่สลัดหรือแซนวิชต่างๆ ราคาไม่เกิน 100 บาท แต่ถ้าหิวจัดๆ ต้องสั่งพวกอาหารจานเดียวอย่างข้าวผัด หรือสปาเก็ตตี้ ราคาเริ่มต้นที่  65  บาท เท่านั้น ส่วนเครื่ิองดื่มก็ยิ่งแล้วใหญ่ ราคาถูกมากจนแปลกใจ เพราะเคยกินแต่ที่ราคาร้อยอัพ แต่ที่กาแฟบ้านบางอ้อราคาเครื่องดื่มแก้วละ 45-65  บาทเท่านั้นเอง กินมื้อนึง หมดไม่เกิน 200  บาท ประหยัดและอร่อยแบบนี้ ต้องจัดไว้ในทำเนียบซะหน่อย,ราคา,บรรยากาศ,อาหาร,ราคาไม่เกิน 100 บาท แต่ถ้าหิวจัดๆ ต้องสั่งพวกอาหารจานเดียวอย่างข้าวผัด หรือสปาเก็ตตี้ ราคาเริ่มต้นที่ 65 บาท เท่านั้น ส่วนเครื่องดื่มก็ยิ่งแล้วใหญ่ ราคาถูกมากจนแปลกใจ เพราะเคยกินแต่ที่ราคาร้อยอัพ แต่ที่กาแฟบ้านบางอ้อราคาเครื่องดื่มแก้วละ 45-65 บาทเท่านั้นเอง กินมื้อนึง หมดไม่เกิน 200 บาท,บรรยากาศที่เหมือนไปนั่งกินกาแฟในสวนบ้านเพื่อน,อาหารจานเดียวอย่างข้าวผัด หรือสปาเก็ตตี้ ราคาเริ่มต้นที่ 65 บาท เท่านั้น,positive,positive,neutral
"ถ้าใครไม่อยากพาคุณแม่ไปกินอาหารหนักๆ หรือไม่อยากออกไปนอกบ้านตอนกลางค่ำกลางคืน ""ร้านกาแฟนรสิงห์"" ก็เป็นตัวเลือกที่น่าสนใจ เพราะเป็นร้านที่เหมาะกับการนั่งชิลล์ในตอนกลางวันมากๆ เนื่องจากเป็นร้านอยู่ที่ในวังพญาไท อาคารเทียบรถพระที่นั่ง เป็นตึกเก่าทรงยุโรปที่ตกแต่งสวยงาม ดูขรึมขลังมลังเมลืองทั้งตัวอาคาร การตกแต่ง เฟอร์นิเจอร์ นั่งกินเครื่องดื่มและอาหารไป ก็หามุมสวยๆ ถ่ายรูปกับคุณแม่เก็บไว้เป็นที่ระลึกได้เลย เพราะร้านสวยแบบคลาสสคิทุกมุม ส่วนอาหารก็เน้นเมนูง่ายๆ แต่ไม่ธรรมดา เพราะมาแบบเมนูชาววัง เช่น ขนมปังปิ้งหมูเค็มสูตรชาววัง แต่ถ้าอยากลองเมนูร่วมสมัย ก็ต้องลองเครปเค้กชาไทยที่รสชาติหวานหอมละมุน แล้วชวนคุณแม่เลือกเครื่องดื่มร้อนๆ หรือเครื่องดื่มเย็นๆ สักแก้ว มานั่งดื่มให้ชื่นใจ ลองชาราสพ์เบอร์รี่ หรือชารสมิ้นท์ หรือถ้าคุณแม่ชอบความหอมเข้มข้นปลุกให้ตื่นของกาแฟ ก็ต้องสั่งคาปูชิโน่เย็นมาลอง เพราะรสชาติเข้มข้นถึงใจ ถ้าพาคุณแม่มานั่งร้านกาแฟร้านนี้ คุณแม่อาจจะเพลินกับบรรยากาศจนลืมกลับบ้านเลยก็็เป็นได้",บรรยากาศ,การตกแต่ง,อาหาร,บรรยากาศที่ร้านสวยงาม ดูขรึมขลังมลังเมลืองทั้งตัวอาคาร การตกแต่ง เฟอร์นิเจอร์ นั่งกินเครื่องดื่มและอาหารไป ก็หามุมสวยๆ ถ่ายรูปกับคุณแม่เก็บไว้เป็นที่ระลึกได้เลย,การตกแต่ง เฟอร์นิเจอร์ นั่งกินเครื่องดื่มและอาหารไป ก็หามุมสวยๆ ถ่ายรูปกับคุณแม่เก็บไว้เป็นที่ระลึกได้เลย เพราะร้านสวยแบบคลาสสคิทุกมุม,อาหารที่นี่เน้นเมนูง่ายๆ แต่ไม่ธรรมดา เพราะมาแบบเมนูชาววัง เช่น ขนมปังปิ้งหมูเค็มสูตรชาววัง,positive,positive,positive
ร้านกาแฟร้านนี้เป็นอีกร้านนึงที่เราเห็นคนแวะมาดื่มทั้งกาแฟและบรรยากาศกันอย่างไม่ขาดสาย ด้วยเส่นห์ของเจ้าของร้านและความหอมของกลิ่นกาแฟสดที่มีเมนูมาให้เลือกชิมแบบผลัดเปลี่ยนหมุนเวียนไปในแต่ละวัน ตามแต่อารมณ์ ร้านนี้อยู่ท่ามกลางบรรยากาศเงียบสงบของวัดดโป่งน้อย ถึงชุมชนแถวนี้จะอยู่ไม่ห่างจากเขตเมืองมากนัก แต่คนในชุมชนก็มีวิถีชีวิตที่เรียบง่าย ไม่วุ่นวาย เหมือนได้เจอเชียงใหม่ที่ช้าลงอีกหนึ่งสเต็ป เราว่าร้านนี้เหมาะสำหรับเป็นมุมพักผ่อนมาก พักทั้งกาย พักทั้งใจ พักทั้งสมอง เมนูที่เราชอบของที่นี่ก็คือกาแฟดำใส่น้ำผึ้ง มันมีทั้งรสขมและหวานแบบธรรมชาติ เหมือนไม่ได้ปรุงแต่งอะไรเลย กลิ่นกาแฟหอมๆบวกกับกลิ่นน้ำผึ้งอ่อนๆ ดื่มแล้วรู้สึกผ่อนคลายแล้วก็สดชื่นขึ้นมากเลยค่ะ,กาแฟ,บรรยากาศ,ผ่อนคลาย,กาแฟสดที่มีเมนูมาให้เลือกชิมแบบผลัดเปลี่ยนหมุนเวียนไปในแต่ละวัน,บรรยากาศเงียบสงบของวัดดโป่งน้อย,บรรยากาศเงียบสงบ,positive,positive,positive
ร้านนี้เป็นร้านกาแฟสดบรรยากาศสบายๆออกแนวอิงธรรมชาติหน่อยๆ ตัวร้าน โต๊ะ แล้วก็เก้าอี้ เป็นไม้หมดเลยค่ะ บรรยากาศชิวมาก เหมาะกับการมานั่งจิบกาแฟมองความเป็นไปของผู้คน หลบมุมมานั่งทำงานเงียบๆแบบเป็นส่วนตัวอย่างเรา หรือจะนัดเพื่อนมานั่งคุยกันเพลินๆก็เวิร์กค่ะ ร้านนี้นอกจากจะมีเมนูชาและกาแฟแล้ว เค้าก็ยังมีเมนูเครื่องดื่มอื่นๆที่น่าสนใจให้เลือกชิมอีกเยอะเลยค่ะ เราขอแนะนำน้ำมะเตี๊ยบโซดาค่ะ ฟังชื่อแล้วอาจจะงงๆใช่มั๊ยคะ มันคือน้ำกระเจี๊ยบผสมมะตูมใส่โซดาค่ะ รสชาติแปลกลิ้นดีค่ะ แต่อร่อยนะคะ ได้รสชาติแบบไทยๆ ซ่าๆหน่อย กินแล้วสดชื่นดีค่ะ นอกจากเครื่องดื่มแล้วเค้าก็ยังมีเค้กโฮมเมดหลากหลายเมนูที่เปลี่ยนไปแต่ละวันเอามาให้ทานคู่กับกาแฟหรือเครื่องดื่มแก้วโปรดด้วย ที่สำคัญร้านนี้มีทั้งwifi มีทั้งปลั๊กไฟพร้อม เรียกได้ว่านั่งกันได้เป็นวันๆเลยค่ะ ร้านนี้อยู่ตรงแถวหลังมหาวิทยาลัยเชียงใหม่นะคะ เส้นวัดอุโมงค์อ่ะค่ะ จริงๆแล้วเราว่าเส้นนี้ร้านกาแฟน่านั่งมากกว่าเส้นนิมมานอีก เส้นนิมมานร้านกาแฟจะออกแนวคล้ายๆร้านในกรุงเทพ แต่ถ้ามาเส้นวัดอุโมงค์นี้ร้านรวงต่างๆจะเป็นอีกแนวนึง ออกแนวต่างจังหวัดมากกว่า ซึ่งเราชอบแนวนี้มากกว่านะ ยังไงถ้าใครไม่เคยมาเส้นนี้ลองแวบๆเข้ามาดูนะ อาจจะติดใจเสน่ห์ของมันก็ได้,บรรยากาศ,กาแฟ,เครื่องดื่ม,บรรยากาศชิวๆออกแนวอิงธรรมชาติหน่อยๆ,กาแฟที่นี่อร่อยมาก หอมกลิ่นกาแฟคั่วสด,เมนูเครื่องดื่มอื่นๆที่น่าสนใจให้เลือกชิมอีกเยอะเลยค่ะ เราขอแนะนำน้ำมะเตี๊ยบโซดาค่ะ,positive,positive,positive
"เรามากินร้านนี้เพราะใกล้บ้านแล้วร้านก็สวยดี เลยมาลอง ลองทั้งร้านอาหารและร้านกาแฟด้านล่างเลยในครั้งเดียว 

เริ่มจากร้านกาแฟ เราลองแต่เครื่องดื่มนะ จากรายการแล้วก็ราคาปกติ ไม่ได้แพงมาก เมนูที่เราสั่งคือ green tea latteร้อน ธรรมดา เพราะอยากลองเมนูปกติ เรื่องรสเราไม่ค่อยถูกใจ เพราะมันไม่ค่อยเป็นชาเขียวในความคิดเรา 

ร้านอาหาร 
บรรยากาศร้าน โดยรวมจัดว่าดีเลยแหละ สำหรับร้านแถวนี่ ออกแนวชิคๆ โล่งๆและดิบๆหน่อย เรานั่งด้านนอกตรงระเบียง มีพัดลมประจำโต๊ะ เลยไม่ร้อน555 ด้านล่างมีสวนต้นไม้ด้วย ห้องน้ำสวยดี ชอบบรรยากาศมากอะ  มีส่วนห้องแอร์ด้วยนะ แต่ไม่ได้เข้าไป

บริการ..พนักงานร้านชายล้วน หน้าเฉยๆอะ ไม่ค่อยยิ้มแย้ม ไม่ค่อยสนใจลูกค้า..หรือเพราะเรานั่งด้านนอกนะ

เพลง..เปิดเพลงเพราะดี วันนี้มีดนตรีสด ร้องเพราะดี เสียงดี ชอบค่ะ

อาหาร.. สั่ง4อย่างกะข้าว 1โถ น้ำเปล่าประมาณ3ขวด +น้ำแข็ง กิน3คน 1000บาท..อิ่มมากกกก

จานแรก เป็นปลาหมึกแดดเดียว รสเหมือนปลาหมึกย่างอ่ะ 555 แต่กินกะซอสแล้วอร่อยดี เหนียวไปหน่อยนะ

จานต่อมา ต้มยำไข่ฟูปูมีกิน..ชื่อแนวๆนี้แหละ เป็นต้มยำน้าข้น โปะด้วยไข่ฟูหนาๆ และเนื้อปูโรยหน้า รสต้มยำแนวอินเตอร์ ไม่เผ็ดมากนะ ไม่ค่อยเปรี้ยว แต่หอมดี ..พอได้อยู่

ผัดผักรวมมิตร..กินอย่างเดียวอาจจะเค็มไป ต้องกินกะข้าว หอม อร่อยดี เหมือนกินที่บ้าน :)

จานสุดท้าย ปลากระพงทอดน้ำปลายำมะม่วง ขนาดตัวก็ไม่เล็กมาก ก็โอเคอ่ะ ทานได้

โดยรวมผิดคาดไปนิด แต่อาหารก็พอใช้ได้ ราคาก็ไม่ได้แพงมาก เว้นปลากระพง 555 เอาเป็นว่าเป็นร้านชิล บรรยากาศดี นั่งคุยกะเพื่อนแล้วกัน ไว้ถ้าไปจะลองเมนูแนะนำรายการอื่นดูนะ",บรรยากาศ,ราคา,อาหาร,บรรยากาศร้าน โดยรวมจัดว่าดีเลยแหละ สำหรับร้านแถวนี่ ออกแนวชิคๆ โล่งๆและดิบๆหน่อย เรานั่งด้านนอกตรงระเบียง มีพัดลมประจำโต๊ะ เลยไม่ร้อน555 ด้านล่างมีสวนต้นไม้ด้วย ห้องน้ำสวยดี ชอบบรรยากาศมากอะ  มีส่วนห้องแอร์ด้วยนะ,ราคาก็ไม่ได้แพงมาก เว้นปลากระพง 555,สั่ง4อย่างกะข้าว 1โถ น้ำเปล่าประมาณ3ขวด +น้ำแข็ง กิน3คน 1000บาท..อิ่มมากกกก สั่ง4อย่างกะข้าว 1โถ น้ำเปล่าประมาณ3ขวด +น้ำแข็ง กิน3คน 1000บาท..อิ่มมากกกก,positive,neutral,positive
เพิ่งไปมามะวานคะ เดินหาก็งงๆว่าอยุ่ที่ไหน อยู่หลังรพ พระมงกุฎนี่เอง น่ากลัวตรงที่เดินผ่านพี่ทหาร นี่แหละ แปลกๆชอบกล เหอๆ ภายในร้านบรรนากาศชิลดีค่ะ อยากเป็นวนิดา เลยเชียว คลาสสิคดี พนงบริการกันเองค่ะ แต่ทำตัวเองชิลไปนิด เลยโดนเอ็ดว่า อย่าเอาขาขึ้นโซฟา เหอๆ เข้าใจค่ะ สั่งกาแฟ กับ เวีฟเฟิลแฮมชีส อร่อยดีค่ะ แต่วัฟเฟิลแพงไปหน่อย พี่พนงว่า มีมีเค้ก เราก็เดินหาตู้เค้ก เหนตู้นึง มองแวบๆคิดว่าน่าจะเป็นตู้แช่วัตถุดิบ แต่ไหง กลายเป็นเค้ก ซะงั้น เหอๆ แระนำว่าถ้าเป็นตู้เค้กดีๆ จะขายเค้กได้อีกแยะเลยค่ะ สั่งเครปชาเขียวถั่วแดงเพราะเห็นหลายคนสั่ง รสชาติดีนะคะ ไม่หวานมาก ไปลองกันได้ค่ะ ^*^,บรรยากาศ,กาแฟ,ราคา,ภายในร้านบรรยากาศชิลดีค่ะ,กาแฟที่นี่อร่อยดี หอมกลิ่นกาแฟคั่วสด,วัฟเฟิลแพงไปหน่อย,positive,positive,negative
"มีโอกาสได้ไปสวนผึ้งก็หลายครั้ง เพิ่งเคยได้ไป ลองลิ้มชิมรส ที่นี่เป็นครั้งแรก ทำให้รู้สึกว่าครั้งหน้าต้องแวะอีกสักรอบ เพราะติดใจฝีมือรสอาหารของชาวราชบุรีซะแล้ว ครัวม่อนไข่ไม่ได้ขายก๋วยเตี๋ยวไข่นะคะ เค้าขายอาหารตามสั่งธรรมดาๆ ร้านค่อนข้างใหญ่โต และมีร้านกาแฟเล็กๆ อยู่ในนั้นด้วยชื่ออามันเต้ เสียดายวันนั้นไม่ได้ชิมกาแฟ เพราะอิ่มกับข้าวแล้ว 

บรรยากาศภายในร้านค่อนข้างธรรมดา เพดานสูง หน้าต่างเยอะ ดูโปร่ง ถ้าฝนไม่ตกและอากาศเย็นๆ น่าจะสบายเผอิญวันไปฝนดันตกเลยอบๆ ไปหน่อย โต๊ะที่นั่งเล็กๆ เรียงติดกันไปนิด เพราะคนเยอะมากไม่พอกับพื้นที่ เห็นว่านี่เค้าขยายแล้วนะนั่น

รสชาดอาหารออกจะเข้มข้น เผ็ดเป็นเผ็ด เปรี้ยวเป็นเปรี้ยว แต่กลมกล่อมนะ อร่อยเลยทีเดียว โดยเฉพาะต้มแซบกระดูกอ่อน แซ่บเวอร์มากค่ะ 555 อย่างผัดผักก็จะเข้มๆ ออกไปทางอาหารจีนนิดๆ รสชาดน้ำมันหอยออกมาเลย ^^
",อาหารตามสั่ง,ต้มแซบกระดูกอ่อน,รสชาดอาหาร,ครัวม่อนไข่ไม่ได้ขายก๋วยเตี๋ยวไข่ แต่เค้าขายอาหารตามสั่งธรรมดาๆ,ต้มแซบกระดูกอ่อน แซ่บเวอร์มากค่ะ 555,รสชาดอาหารออกจะเข้มข้น เผ็ดเป็นเผ็ด เปรี้ยวเป็นเปรี้ยว แต่กลมกล่อมนะ อร่อยเลยทีเดียว โดยเฉพาะต้มแซบกระดูกอ่อน แซ่บเวอร์มากค่ะ 555,negative,positive,positive
จุดเด่นแรกของร้านนี้คือบรรยากาศการตกแต่งที่ตรงข้ามกับสิ่งแวดล้อมภายนอกโดยสิ้นเชิง บรรยากาศสบาย ๆ เคล้ากับเพลงแจ๊สสบาย ๆ เหมาะสำหรับคนที่หาที่ทิ้งตัว หรือทำงานเพราะเวลาทำการยาวมาก ตั้งแต่ 7 โมงเช้าถึง 5 ทุ่ม  ตัวเครื่องดื่มที่นี่เป็นรสชาติที่ authentic ครับ มัทฉะลาเต้ร้อนที่นี่กลมกล่อมจริง :)  ถ้าร้านนี้จะมีข้อเสีย ก็เรื่องเดียวคือไม่มีที่จอดรถครับ ,บรรยากาศ,มัทฉะลาเต้,บรรยากาศสบาย,บรรยากาศการตกแต่งที่ตรงข้ามกับสิ่งแวดล้อมภายนอกโดยสิ้นเชิง บรรยากาศสบาย ๆ เคล้ากับเพลงแจ๊สสบาย ๆ,มัทฉะลาเต้ร้อนที่นี่กลมกล่อมจริง,บรรยากาศสบาย ๆ เคล้ากับเพลงแจ๊สสบาย ๆ,positive,positive,positive
"เช้าๆ รีบๆ วิ่งมาเข่าห้องเรียนแทบไม่ทันแต่ต้องหาของกินรองท้องก่อนเสมอ ร้านนี้เป็นร้านอาหารที่ต้องแวะมากินให้มันสุขใจก่อน

มีทั้งเซ็ทอาหารเช้าแบบออมเล็ต หรือประเภทน้ำดื่มคลายร้อนแบบ ชา โกโก้เย็น กาแฟ ของเค้าดีจริงอาจารย์ที่คณะชอบมาก สั่งมาให้อาจารย์ดื่มบ่อยๆ

ร้านนี้ได้ยินมาเป็นเป็นร้านที่นักศึกษาจัดการบริหารกันเอง ทำเอง ขายเองด้วยนะ
เวลาไปจะมีความสุขมากเพราะคนกินคนขายน่ารักทั้งน้านนนน 

แล้วจะแวะมาอีกค่าาาา 
",ร้านอาหาร,นักศึกษา,ความสุข,ร้านอาหารที่ต้องแวะมากินให้มันสุขใจ,ร้านนี้ได้ยินมาเป็นเป็นร้านที่นักศึกษาจัดการบริหารกันเอง ทำเอง ขายเองด้วยนะ,ร้านนี้เป็นร้านอาหารที่ต้องแวะมากินให้มันสุขใจ,positive,neutral,positive
ห้องแอร์ กว้างขวาง สมราคารสชาติเข้มข้น พอดีดื่มเฉพาะ อเมกาโน่ (กาแฟดำ)เครื่องใหญ่ อัดความหอมมาเต็มถ้วยโอเคเลย เมนูอื่นๆก็มีลูกค้ามาสั่งตลอด ขนมจากหลายที่ถูกใจคอกาแฟที่ต้องมีอะไรแกล้ม มีขายเสื้อที่ระลึก ของฝากนิดหน่อย มาน่านแล้วชิมกาแฟน่านครับ อยู่ระหว่างสำนักงานเกษตรและวิทยาลัยเทคนิคน่าน หาง่าย บอกทางให้ ผมยึดทางที่มาจากจ.แพร่เข้าเมืองมาก่อนนะครับ ขับรถเข้ามาสุดทาง(ไม่ต้องสนใจถนนเล็กใหญ่)เลี้ยวซ้่ายสุดทางเลี้ยวขวาอีก100เมตรซ้ายมือถึงแล้ว ถ้ามาทางอ.บ้านหลวง จบ4เลนสี่แยกแรกเลี้ยวซ้าย200เมตรอยู่ซ้ายครับ ถ้าอยู่ในเมือง หา3แยกอีซูซุ แล้วมาทางทิศใต้500เมตร  (หมู ปุ้ม3 น่าน),กาแฟ,ราคา,บรรยากาศ,กาแฟที่นี่อร่อยมาก หอมกลิ่นกาแฟคั่วสด,สมราคารสชาติเข้มข้น,บรรยากาศ,positive,positive,neutral
"ลักษณะร้าน : เป็นร้านนม ที่ขายในช่วงเวลาเย็นๆถึงค่ำๆในซอย 101/1 และเป็นร้านที่ได้รับความนิยมมากๆ ในตอนค่ำๆมักจะเห็นวัยรุ่น วัยทำงานมานั่งกินกันเสมอๆ

เล่าตอนที่ไปถึงร้าน : ตอนไปถึงร้านเป็นเวลา 4 ทุ่มกว่าๆ ร้านก็ยังคึกคักไปด้วยผู้คนอยู่ มีคนเข้าออกร้านเรื่อยๆ บริการไม่ค่อยทั่วถึงเท่าไหร่ เพราะทำกันไม่กี่คน
สั่งไปต้องย้ำบ้าง ถึงจะได้ รอไปซอก 10 กว่า 15 นาทีของที่สั่งถึงจะได้ครบ (เห็นคนที่มาทีหลังดันได้ก่อนด้วยเซ็งมาก) ที่ร้านอากาศถ่ายเทดี ไม่ร้อนมาก เพราะเปิดในตอนกลางคืน
(ป.ล. เท่าที่สังเกตในซอยสุขุมวิท 101/1 หรือในละแวกนี้จะไม่ค่อยเห็นร้านนมเลย ทำให้ร้านนี้ขายดีเป็นพิเศษก็ว่าได้)

ที่ตั้งร้าน : ซอยสุขุมวิท 101/1 ก่อนถึงซอยวชิรธรรมสาธิต 23 

เมนูเด่นของร้าน : เครื่องดื่มแบบชงต่างๆ เช่น นม ชา กาแฟ โกโก้ และพวกขนมปังนึ่ง+ปิ้งหน้าต่างๆ
ราคา : เครื่องดื่มจะตกแก้วละ 15-20 บาท ส่วนขนมปังจะอยู่ที่ราวๆ 12-20 บาท

สำหรับในวันนี้ผมสั่ง ชาแอ๊ปเปิ้ล นมเย็น และ ขนมปังเนย-นม-ช๊อคโกแล๊ตมากิน
รสชาติ : ชาแอ๊ปเปิ้ลนั้นชงออกมาได้หวานอ่อนๆกำลังดี ได้รสชาติแอ๊ปเปิ้ลหวานอ่อนๆ ทานได้เรื่อยๆ ไม่เลี่ยนคอ
ส่วนนมเย็นนั้น เป็นรสชาติที่หวานนมอ่อนๆ ไม่เข้มมาก กินใส่กับน้ำแข็งแล้วดูจืดๆ ไม่ได้ติดใจรสชาตินี้ซักเท่าไหร่
และสุดท้ายเป็นขนมปังปิ้งเนย-นม-ช๊อคโกแล๊ต ได้มาแบบเข้มข้นมาก ช๊อคโกแล๊ตของร้านนี้ได้มาแบบ Dark สุดๆ กินแล้วให้รสเข้มข้นไปทางขมมากกว่าหวาน และเมื่อกินแล้วตัวช๊อคจะติดลิ้นและฟันเป็นอย่างมาก และต้องกินน้ำตามเพราะมันข้นมากจริงๆ

สรุปคะแนนตามความคิดเห็นของผม (เต็ม 5 คะแนน)
รสชาติ : 3.5 = รสชาติส่วนตัวแล้ว คิดว่ามีความเป็นเอกลักษณ์เฉพาะตัวในเรื่องของแยมช๊อคโกแล๊ต แต่มันเข้มไปนะผมว่า
บรรยากาศ : 3 = ร้านไม่ได้ตกแต่งอะไรมาก เป็นโต๊ะกางสำหรับนั่งกินเฉยๆ
บริการ 2.5 = บริการช้าและไม่ค่อยทั่วถึงเท่าไหร่
ราคา : 4 = ราคาเมื่อเทียบกับของที่สั่งมา โดยเฉพาะ ขนมปังปิ้งเนย-นม-ช๊อคโกแล๊ต นั้นเรียกได้ว่าโครตคุ้มค่าเลย เพราะมันให้เยอะและข้นมากๆ

ข้อความ ความคิดเห็นและคะแนนต่างๆ เป็นความคิดเห็นส่วนบุคคล หากสร้างความไม่พอใจประการใดก็ขออภัยมาใน ณ.ที่นี้ด้วยครับ
นายลักกี้ Review at 19 / 3 / 56
",ร้านนม,ค่ำ,ราคา,ร้านนม ที่ขายในช่วงเวลาเย็นๆถึงค่ำๆในซอย 101/1 และเป็นร้านที่ได้รับความนิยมมากๆ ในตอนค่ำๆมักจะเห็นวัยรุ่น วัยทำงานมานั่งกินกันเสมอๆ,ตอนค่ำๆ,เครื่องดื่มจะตกแก้วละ 15-20 บาท ส่วนขนมปังจะอยู่ที่ราวๆ 12-20 บาท,positive,neutral,neutral
ร้านอาหารไทยฟิวชั่น อร่อย สะอาด แต่ราคาสูงไปนิดนึง นอกจากอาหาร ยังมีเค้ก แล้วก็พวกกาแฟด้วย เรียกได้ว่ามาที่นี่ที่เดียว อิ่มอร่อยครบเครื่องเลยค่ะ เมนูที่อยากแนะนำก็ปอเปี๊ยะแฮมชีส ไก่ทอดครีมสลัดลาบ เห็ดออรินจิผัดเนื้อสับใส่พริกขี้หนู เค้กมีให้เลือกพอประมาณ แต่ส่วนตัวคิดว่ารสชาติพอใช้ได้ ไม่ถึงกับอร่อยมาก ไม่โดดเด่นเท่าไหร่ Strawberry tart ที่เป็นเมนูขึ้นชื่อ เราก็ว่าเฉยๆ ,อาหารไทยฟิวชั่น,ปอเปี๊ยะแฮมชีส,เค้ก,ร้านอาหารไทยฟิวชั่น,ปอเปี๊ยะแฮมชีส,เค้กมีให้เลือกพอประมาณ แต่ส่วนตัวคิดว่ารสชาติพอใช้ได้ ไม่ถึงกับอร่อยมาก ไม่โดดเด่นเท่าไหร่,neutral,neutral,neutral
